dominant_seller,order_count,total_gmv,seller_state,mean_freight,mean_review,low_review_rate,eligible_deliveries,late_delivery_rate,mean_delay_days,late_rate_pct,low_review_rate_pct,statistically_reliable
43753b27d77860f1654aa72e251a7878,1,66.28,BA,42.38,5.0,0.0,1,0.0,-0.16,0.0,0.0,False
4391ea5c5990502176a1dcda44a2373d,3,2484.3,RS,45.1,4.666666666666667,0.0,3,0.0,-16.29,0.0,0.0,False
439a47cc365d6e3bd526812ea9de3c29,8,1410.93,SP,28.05375,4.25,0.125,8,0.125,-10.686250000000001,12.5,12.5,False
43a1d4bab73b816e44ef4e4facd9f9b5,1,205.4,PR,15.5,4.0,0.0,1,0.0,-20.5,0.0,0.0,False
43a5d4a57af536fddc96d08be3afdfcb,1,179.13,MG,37.239999999999995,1.0,1.0,1,0.0,-17.34,0.0,100.0,False
43b2c864251aa0ce4030c746984e088a,2,129.32,DF,17.26,3.0,0.5,2,0.0,-8.295,0.0,50.0,False
43f8c9950d11ecd03a0304a49e010da6,41,4807.22,SP,13.600731707317074,4.560975609756097,0.024390243902439025,41,0.07317073170731703,-11.508048780487805,7.317073170731703,2.4390243902439024,True
44073f8b7e41514de3b7815dd0237f4f,144,21944.5,DF,22.04138888888889,3.7552447552447554,0.2013888888888889,142,0.035211267605633756,-15.291971830985915,3.5211267605633756,20.13888888888889,True
440dd6ab244315c632130ecfb63827b1,94,15839.1,SP,22.417021276595744,3.849462365591398,0.1595744680851064,91,0.13186813186813184,-10.585054945054946,13.186813186813184,15.957446808510639,True
443d880f15cbd3572885e1d44bf2c478,1,125.0,SP,30.2,2.0,1.0,1,0.0,-13.2,0.0,100.0,False
4450bd8327d471c4a11a83d1445b1b62,1,214.56,SP,15.56,5.0,0.0,1,0.0,-20.42,0.0,0.0,False
446cc09cdbb130904da114e807dbec40,3,306.97,SP,18.05666666666667,4.666666666666667,0.0,3,0.0,-24.026666666666667,0.0,0.0,False
44717f64ec2a457979cf83c429077666,2,170.91000000000003,RS,31.955,5.0,0.0,2,0.0,-23.205000000000002,0.0,0.0,False
447d377bdb757058acb569025ee18a93,1,83.00999999999999,RS,18.02,5.0,0.0,1,0.0,-13.21,0.0,0.0,False
44ed138eca6214d572ce1d813fb0049b,2,185.8,RS,28.005,4.5,0.0,2,0.0,-8.27,0.0,0.0,False
44f091b5abab8018f682fce8124b85e5,6,1787.71,SP,17.935,2.5,0.6666666666666666,3,0.6666666666666667,0.4299999999999999,66.66666666666667,66.66666666666666,False
45213867cefbf2cd4c6177e10216a951,14,5389.16,SP,30.981428571428573,3.857142857142857,0.21428571428571427,14,0.1428571428571429,-12.640714285714285,14.28571428571429,21.428571428571427,False
4559697a8f7e637227c2eeaed843baff,42,4474.27,SP,18.530238095238094,4.0476190476190474,0.16666666666666666,39,0.07692307692307687,-11.752307692307692,7.692307692307687,16.666666666666664,True
455befea1bb853c75ccbca94cff26e5c,1,42.05,RJ,22.06,3.0,0.0,1,0.0,-37.2,0.0,0.0,False
455c5640e8c5bd1b2ee85c0158f85727,8,7186.89,SC,57.17375,4.5,0.0,8,0.0,-22.13125,0.0,0.0,False
455f46ef09a9e45667e2981df84b5cc2,2,90.97999999999999,SP,15.59,2.5,0.5,1,0.0,-1.09,0.0,50.0,False
